As,Cd,Cr,Cu,Fe,Mn,Ni,Pb,Zn,Hg,Co,Al,Se,Sb,Ba,V,sample_id,lat,long,HPI
8.653,6.822,2.128,13.177,1.984,2.578,1.051,15.185,19.265,12.326,7.278,15.11,13.331,16.71,14.055,5.432,Kuchhadi,21.68333333,69.55,11.28
78.566,65.013,86.934,97.547,74.008,72.629,83.913,10.934,9.397,40.301,43.307,81.569,29.551,64.216,62.854,41.343,Ranavav2,21.68333333,69.74583333,48.82
66.413,4.176,58.388,11.054,14.258,65.466,6.061,3.47,99.39,37.477,21.725,30.451,8.512,52.763,90.083,76.686,Ghogha1,21.68333333,72.27916667,31.43
177.877,16.137,11.965,188.666,60.004,20.425,203.728,109.135,6.173,3.998,26.736,227.08,86.065,160.015,120.117,7.343,Mahegam1,21.68333333,72.75833333,46.66
25.93,10.987,22.375,53.233,7.184,44.423,56.139,33.214,48.877,60.427,39.095,38.92,22.307,40.148,38.293,27.368,Kaswa,21.68333333,72.81666667,43.59
9.403,10.155,3.424,3.302,3.836,5.047,8.279,8.596,4.944,2.871,8.751,1.969,0.971,4.254,5.579,3.715,Mulad,21.68333333,73.01944444,5
22.782,40.27,83.593,45.551,78.431,71.14,126.824,9.239,34.811,35.224,67.366,75.182,30.588,87.602,106.54,115.679,Sandhida,21.6875,71.75833333,43.61
25.53,12.106,32.331,37.507,31.828,35.725,43.7,9.172,1.979,25.751,13.29,3.146,9.23,42.319,2.879,25.788,Mungaj,21.68833333,73.38388889,23.81
15.775,13.729,18.325,12.739,15.317,1.279,21.58,16.264,1.14,16.039,19.478,5.661,22.791,15.631,14.51,20.64,Bhudel,21.69166667,72.15833333,16.09
5.773,5.672,0.903,1.647,4.44,2.355,4.274,7.048,4.854,4.999,4.567,0.404,4.94,3.381,7.593,5.07,Kolikhada,21.69972222,69.61416667,5
29.702,14.906,14.776,8.115,55.906,54.107,14.932,49.844,25.013,10.649,9.228,12.419,43.119,37.232,23.798,45.602,Bharuch,21.7,73.00416667,19.5
170.827,122.468,3.586,53.467,144.86,68.167,151.952,120.708,166.702,11.092,75.175,16.073,139.375,34.107,107.339,28.827,Navetha,21.70777778,72.83055556,57.56
51.584,51.726,20.264,21.652,16.691,36.9,27.726,39.04,33.799,34.435,21.004,10.353,10.222,48.079,14.504,37.943,Adityana,21.70861111,69.71083333,38.12
0.54,5.012,5.231,0.188,3.382,2.453,6.016,5.627,5.336,5.448,3.898,5.749,5.638,4.83,2.113,0.126,Degam,21.71027778,69.60555556,5
8.926,39.753,72.204,28.086,36.6,32.56,2.546,46.296,34.71,55.626,3.527,28.329,55.578,69.024,20.443,64.269,Ambala,21.71111111,71.84166667,49.56
0.012,2.525,4.039,4.075,1.806,1.571,3.559,4.58,3.093,6.829,6.634,3.514,1.872,4.972,0.991,3.647,Ratadi,21.72027778,69.51194444,5
4.748,6.048,9.974,4.966,3.759,5.82,9.61,6.935,8.029,4.952,6.944,9.013,4.915,1.032,3.619,2.036,Lathi,21.72083333,71.38333333,5
4.556,34.246,14.305,18.407,29.471,17.012,34.271,21.944,22.75,20.35,28.708,14.587,36.985,0.291,42.162,34.742,Tajpur,21.725,71.46666667,21.31
57.576,64.811,56.531,67.125,38.759,16.783,19.537,26.152,2.904,67.466,67.728,61.12,1.067,69.336,34.632,38.389,Bhensli,21.725,72.75,59.24
9.653,11.368,10.404,8.129,6.468,6.793,5.861,3.839,13.728,10.004,3.703,9.366,9.309,13.607,0.833,7.263,Khota amba,21.73333333,73.475,10.01
21.144,6.221,40.981,25.413,17.03,97.691,9.917,33.222,25.74,36.459,62.651,42.282,8.738,37.227,76.24,35.028,Motagundala,21.73472222,70.50138889,28.99
7.907,1.805,6.57,9.83,2.355,4.091,5.04,8.241,8.531,4.706,1.738,4.852,2.043,10.084,4.202,8.512,Simodra,21.74166667,73.20833333,5
1.27,8.433,3.015,4.961,4.972,7.085,4.079,1.338,1.506,5.412,0.08,1.699,0.152,4.757,0.617,0.188,Bhutia,21.74722222,71.7,5
5.603,3.772,7.213,6.324,3.861,6.562,8.369,8.336,5.92,4.318,6.769,8.65,5.95,6.636,1.666,5.043,Upleta1,21.74861111,70.275,5
41.915,0.142,34.829,35.776,14.284,43.281,28.7,6.689,10.721,9.083,8.779,25.086,3.876,35.639,20.201,44.294,Pedhla,21.75138889,70.59166667,12.91
15.545,41.188,69.91,71.605,49.591,88.86,21.215,47.111,32.2,8.535,36.882,59.465,76.704,86.544,83.764,83.345,Palkhada1,21.75833333,69.4875,30.5
8.588,3.863,1.913,2.425,2.107,0.403,0.726,0.315,4.255,5.29,5.081,1.758,5.753,7.658,5.129,1.956,Bakharla,21.76472222,69.66111111,5
75.434,71.368,51.792,64.276,15.555,63.739,100.538,65.388,20.979,0.704,107.52,94.872,1.832,74.842,88.769,84.547,Bhavnagar1,21.76666667,72.15,33.08
8.489,1.487,26.8,26.908,6.506,24.707,24.248,3.078,24.415,28.664,10.234,17.933,20.961,1.485,4.406,8.705,Babda,21.77,69.58805556,17.94
68.013,70.914,7.147,33.803,7.512,28.606,19.198,27.559,0.759,57.684,20.679,15.752,1.334,37.931,75.203,72.143,Jetpur pithad.,21.775,70.63333333,51.97
35.244,2.64,19.895,33.43,11.543,21.944,32.832,0.62,6.78,36.68,17.972,13.183,33.639,17.155,0.869,13.722,Visavada Mul Dwarka,21.78555556,69.44638889,25.95
87.108,106.536,43.214,262.655,224.159,120.247,145.85,52.444,4.787,4.478,173.542,26.535,185.857,56.011,191.523,242.318,Nirnavi,21.79166667,72.66805556,52.31
189.396,164.386,128.201,38.205,261.248,47.957,66.337,255.969,433.418,50.788,101.009,242.554,317.212,33.809,136.865,160.254,Hanumangadh1,21.79305556,69.80277778,103.17
38.684,77.653,162.019,185.928,15.873,131.844,73.672,91.472,6.009,44.512,87.677,119.587,180.758,61.503,54.478,116.765,Dhasa,21.8,71.50833333,64.65
32.976,52.813,37.411,28.551,37.598,47.353,1.204,34.445,7.084,57.98,54.65,65.063,10.928,45.381,60.831,11.194,Jalia,21.8,71.61666667,48.7
20.059,40.376,0.228,42.879,18.299,46.217,7.237,6.234,50.651,50.576,21.669,12.06,50.21,24.435,1.278,48.865,Porbada,21.8,71.7,40.21
66.757,44.624,229.021,53.633,231.99,157.571,82.149,142.652,41.071,7.835,215.404,124.153,174.968,101.521,140.487,9.522,Khambodar,21.80833333,69.60138889,49.82
135.307,61.153,19.988,230.45,124.462,239.227,107.459,185.962,84.723,51.985,88.31,82.48,147.773,222.778,3.4,27.044,Bhavpura,21.80972222,69.40833333,89.26
5.819,6.685,6.041,10.028,0.334,6.373,7.139,6.431,1.905,2.59,2.29,2.625,11.186,9.984,2.162,2.485,Chavand,21.81666667,71.4125,5
5.255,8.097,0.612,15.146,4.648,4.25,13.042,10.479,10.518,3.452,7.032,3.164,4.482,10.009,5.026,8.952,Devaliya,21.82083333,71.10833333,5.73
0.68,0.535,3.528,6.587,9.847,11.419,5.093,4.451,6.204,6.416,8.194,3.019,12.732,3.476,8.026,3.802,Timbi2,21.83166667,71.76611111,5
1.823,3.928,0.488,3.892,7.077,4.676,13.058,0.912,12.996,5.726,12.51,12.488,8.196,2.134,4.966,10.29,Miyani,21.83333333,69.38888889,5
28.947,25.793,68.316,9.645,77.029,11.706,35.299,59.78,12.277,1.325,10.295,44.351,35.637,67.308,71.041,36.84,Ringani,21.84166667,73.46666667,20.67
6.899,6.989,6.738,3.867,8.758,2.89,2.582,5.044,3.707,4.219,5.461,0.638,4.766,5.784,3.256,0.088,Umrala,21.84722222,71.80833333,5
22.117,113.783,114.367,89.452,126.31,64.456,33.225,97.578,124.892,57.187,66.883,53.596,57.168,121.668,111.647,113.285,Sunderpura,21.84722222,73.53611111,74.48
17.649,49.401,135.619,77.356,105.825,46.528,160.923,214.228,32.35,12.064,203.164,75.582,178.241,68.665,159.36,155.482,Virpur1,21.85,70.69583333,52.29
2.686,2.435,5.144,4.518,6.521,6.464,6.698,2.809,3.241,6.647,0.998,3.217,4.842,3.447,2.783,3.537,Modpar,21.85833333,69.80833333,5
25.783,31.132,33.518,130.856,31.835,93.807,18.564,128.002,114.878,64.885,84.038,62.204,17.288,32.444,90.404,17.258,Hirapura,21.86805556,73.6,53
41.666,49.29,6.056,9.64,24.999,33.935,28.932,40.355,4.515,59.898,38.713,52.251,61.574,24.805,49.864,44.96,Vallbhipur,21.88333333,71.875,50.74
13.821,66.472,47.937,52.342,1.029,5.95,5.743,41.672,26.486,54.089,1.903,30.853,46.465,63.426,20.743,53.159,Mojiwana,21.88583333,69.60027778,51.81
2.968,0.489,5.04,5.374,1.812,2.472,5.261,1.146,2.225,7.005,3.322,3.807,3.618,6.24,6.758,6.86,Jasapur,21.89166667,70.48333333,5
68.906,50.629,73.474,65.461,71.213,4.726,79.412,22.599,15.655,38.34,78.966,38.8,22.761,29.52,57.223,41.996,Garudeshwar,21.89166667,73.65,41.25
36.995,6.369,46.079,8.316,40.538,5.009,22.978,46.571,18.772,46.549,22.879,28.114,24.382,21.627,12.559,36.076,Lambha 1,21.89888889,69.32361111,34.32
8.343,34.078,0.553,58.336,40.697,41.883,6.486,9.922,14.871,29.154,49.103,12.334,57.515,23.488,24.591,13.719,Balwa,21.90416667,69.95833333,28.04
1.926,6.593,8.114,18.785,31.11,3.329,9.079,31.371,4.118,35.029,15.344,10.282,5.295,5.434,25.951,23.882,Mota kalawad,21.90833333,69.82916667,22.31
4.146,5.676,2.567,1.235,2.599,0.267,5.845,1.545,2.67,5.69,3.046,4.131,3.43,4.022,4.188,3.912,Sinor,21.9125,73.34166667,5
36.444,2.74,37.212,60.187,38.875,17.943,64.679,1.919,28.247,6.73,40.905,51.346,40.955,61.436,57.171,5.313,Ambardi,21.91638889,69.85805556,17.04
75,312.414,179.262,145.297,63.514,89.686,177.894,9.226,191.55,83.928,176.649,87.744,227.452,83.751,155.13,169.221,Adwana2,21.91666667,69.6,131
8.087,7.485,13.695,2.455,13.251,13.112,1.943,14.156,1.756,3.248,0.171,10.205,5.193,3.155,12.695,4.106,Chordi,21.91666667,70.74861111,5
135.301,30.944,69.654,44.687,140.68,120.469,108.694,26.12,53.577,57.599,18.669,77.4,56.332,131.172,74.968,13.437,Untvad,21.91666667,71.21666667,63.95
71.696,38.809,66.393,21.378,92.847,51.434,71.297,52.802,40.391,21.991,93.556,21.512,106.123,44.58,100.482,35.512,Roja tankaria,21.91666667,72.79166667,38.43
5.797,5.917,3.376,10.251,3.944,10.205,9.584,2.737,8.068,3.537,5.638,10.054,3.498,10.347,4.379,9.911,Umrali,21.91944444,70.60416667,5
42.499,8.99,8.45,13.606,1.44,22.758,36.478,1.178,23.735,36.312,15.668,6.408,20.105,20.075,25.547,21.604,Rasela,21.925,73.49166667,26.86
107.853,105.393,34.826,63.895,49.078,30.869,56.811,40.081,41.702,43.495,18.465,24.265,92.976,49.398,18.016,26.164,Bhanvad,21.92777778,69.79583333,59.93
2.046,6.288,0.049,1.645,6.329,0.271,0.626,3.513,2.189,5.749,5.645,5.287,4.541,3.268,3.957,5.43,Raval,21.92972222,69.49194444,5
68.272,57.13,56.119,21.137,9.666,78.369,20.595,60.605,73.207,13.756,40.93,49.155,88.531,15.426,87.545,15.721,Jamwali,21.93333333,70.76666667,31.64
2.797,14.706,4.072,6.95,12.893,15.192,12.622,6.377,9.226,4.185,5.017,11.174,3.871,10.678,0.376,15.43,Simar,21.94694444,69.68583333,7.08
63.018,55.189,1.982,22.223,35.203,25.831,44.072,46.637,8.915,0.476,46.823,48.627,33.952,25.417,13.639,11.141,Drafa,21.95833333,70.075,21.57
11.991,2.668,15.504,8.173,12.017,10.595,14.891,0.769,17.381,4.733,18.25,9.896,1.588,5.184,12.476,4.117,Kotadapitha,21.95833333,71.20416667,5
93.851,54.829,89.998,29.566,30.205,141.596,19.863,89.554,45.658,55.57,75.359,83.962,36.917,47.109,60.542,50.641,Ayodhayapuram,21.96027778,71.88638889,57.37
3.712,25.012,1.426,24.576,6.881,18.015,15.642,37.594,28.797,20.665,2.389,32.885,42.577,45.02,35.114,37.169,Gogavadar,21.96666667,70.875,24.66
16.703,20.475,18.159,23.369,11.788,20.956,0.694,6.045,16.766,6.628,23.213,5.541,26.182,20.917,18.228,18.594,Gadhada2,21.96666667,71.57916667,12.26
40.132,22.401,57.275,26.201,12.425,24.678,47.572,33.244,24.552,42.601,60.323,29.651,35.606,29.218,12.678,35.695,Hadmadiya,21.97805556,70.62305556,37.03
1.491,6.473,5.125,0.578,5.222,4.23,8.881,5.047,5.495,4.613,2.682,6.49,1.205,7.256,1.651,6.384,Khirsara,21.97916667,69.6,5
150.403,49.695,99.449,29.556,20.537,86.096,48.303,253.945,191.88,13.275,241.765,61.422,148.554,159.436,233.339,240.732,Kaprali,21.97916667,73.94166667,67.58
37.768,12.338,39.326,31.511,47.477,61.325,19.904,9.15,19.865,62.886,66.383,13.771,72.714,21.794,28.852,70.958,Bhogat1,21.99166667,69.24583333,45.19
52.037,70.271,51.084,37.703,27.375,28.877,47.303,66.874,3.746,25.224,58.281,25.126,19.162,57.858,42.742,23.664,Tankari,21.99166667,72.675,40.55
1.143,24.533,4.38,4.089,12.054,4.629,6.996,16.179,49.008,22.137,21.359,10.994,7.501,40.842,24.303,41.735,Mota Dadwa,21.99833333,70.99388889,21.82
88.431,100.394,44.281,37.918,72.623,68.814,20.449,8.951,83.588,30.332,55.961,68.878,31.238,93.708,31.971,91.108,Moti chikhali,22.01111111,74.08333333,51.74
16.727,8.898,17.474,8.179,18.186,2.044,0.052,14.19,17.987,1.274,12.469,1.63,1.277,12.895,5.495,2.14,Kalyanpur2,22.01666667,69.39166667,5.49
12.22,18.271,29.74,22.727,2.957,15.493,30.084,15.435,50.941,30.882,47.853,8.509,38.69,24.623,52.098,10.649,Ningala,22.01805556,71.7,26.53
6.683,32.791,33.507,21.93,8.724,47.342,56.787,11.948,31.119,12.33,21.337,31.019,1.442,43.144,34.022,40.693,Manapur,22.01888889,69.88388889,20.05
93.007,58.123,0.001,37.829,99.216,4.878,95.029,31.904,30.214,92.11,80.094,64.31,86.962,43.168,68.808,100.856,Kalithad1,22.01944444,70.66027778,76.63
21.866,24.63,13.916,0.569,0.334,3.592,27.058,24.859,5.157,24.831,21.62,21.857,15.72,11.629,17.576,20.735,Viranagar,22.025,71.125,22.54
48.411,41.893,1.566,34.877,115.48,125.486,78.211,124.484,83.684,13.165,70.82,41.984,123.444,74.087,8.64,0.313,Sindhav,22.02694444,72.63611111,40.15
9.654,5.037,4.127,0.827,4.943,1.908,11.919,11.954,9.713,2.653,7.439,5.511,11.441,6.291,5.475,1.171,Seth vadala,22.03333333,70.125,5
69.737,52.786,56.933,36.728,86.263,39.572,36.116,25.549,83.098,52.473,46.477,0.144,54.552,6.054,88.263,14.515,Motagop,22.0375,69.875,46.48
42.365,91.292,27.679,45.43,52.035,17.47,95.416,94.046,85.132,57.846,31.812,45.128,59.23,79.06,71.303,76.297,Sengpur,22.0375,73.8875,67.14
37.991,44.775,2.444,142.063,102.041,62.708,162.511,109.641,6.003,9.789,5.401,53.55,118.375,31.61,16.201,14.433,Jasdan,22.04444444,71.21388889,34.4
186.451,8.089,69.493,70.973,156.803,205.836,171.82,46.934,104.187,91.016,79.85,98.799,154.861,67.383,122.914,46.832,Namaria,22.04444444,73.62222222,82.41
33.997,18.19,49.972,56.006,50.489,70.083,57.183,64.997,41.606,49.314,70.956,46.128,51.486,6.438,57.33,20.111,Jambusar1,22.05,72.8,40.03
2.804,5.648,7.79,3.34,8.582,0.633,7.879,4.892,2.223,4.547,2.644,9.08,6.577,5.701,3.306,6.62,Jambusar2,22.05,72.8,5
7.93,3.629,14.347,6.694,7.089,6.61,9.339,13.923,2.415,3.869,2.142,16.79,3.722,4.955,7.488,10.318,Jasdan2,22.05833333,71.22083333,5
6.441,4.676,4.512,4.161,1.265,0.257,4.06,6.477,1.202,5.804,0.41,4.027,5.782,1.062,8.694,1.554,Tatam,22.05833333,71.63333333,5
15.707,8.83,11.288,5.906,7.647,14.141,14.598,3.964,0.043,11.571,4.433,19.932,12.07,7.367,4.039,3.214,Bhadkodra,22.05833333,72.59166667,10.46
59.213,33.561,0.71,25.713,59.216,36.348,31.247,59.453,57.387,38.27,31.023,43.538,56.492,31.806,13.256,47.261,Saidivasana,22.05833333,74.01666667,39.36
38.558,6.164,42.616,41.522,37.704,25.453,34.488,31.203,3.563,32.783,39.511,15.502,46.706,29.255,33.567,30.819,Toda,22.0625,70.38333333,28.95
13.454,36.541,34.916,36.264,9.795,44.295,29.814,16.956,11.767,49.687,26.257,11.689,44.488,56.467,26.659,58.418,Vagudan,22.06666667,74.14166667,43.34
14.337,15.083,8.265,11.748,11.733,6.451,2.774,7.414,5.33,3.147,6.546,16.426,18.225,6.052,9.145,3.163,Waghach,22.07083333,73.85,7.17
6.329,4.121,2.153,2.204,5.198,0.484,6.723,6.908,7.238,8.384,0.753,6.244,5.341,4.829,6.303,7.554,Panvi,22.07222222,71.88888889,6.72
63.352,63.498,105.336,47.125,19.195,99.772,52.657,82.937,83.645,75.392,78.471,41.656,43.764,53.624,8.713,107.065,Panvi1,22.075,71.89166667,69.28
26.977,81.019,79.905,38.98,68.995,51.067,81.887,74.207,16.2,19.018,46.679,34.197,84.503,51.379,69.8,48.87,Bhadthar,22.07916667,69.57916667,42.52
9.016,7.279,19.336,12.72,2.259,23.291,5.21,11.819,8.242,20.367,5.479,2.342,18.47,19.331,21.778,9.02,Bhatia,22.09166667,69.30138889,16.2
10.731,12.825,32.699,14.783,19.247,5.438,29.617,22.112,10.389,29.311,27.474,15.728,8.168,29.451,10.541,24.252,Dadia,22.09166667,70.73333333,23.92
43.241,9.409,8.314,16.985,24.54,38.901,13.42,0.887,37.466,2.94,21.553,28.397,10.346,16.898,11.819,36.406,Halenda,22.09166667,71.05,8.94
2.228,7.077,5.15,15.803,15.414,20.307,17.25,15.575,23.034,16.184,16.244,19.774,18.537,9.529,2.558,13.124,Lonjdhara,22.09722222,71.89722222,13.24
70.519,43.362,39.414,22.705,49.83,70.966,19.958,71.808,0.869,43.563,41.365,6.645,8.794,61.091,56.03,15.216,Devat (thadgam),22.1,73.98333333,45.45
10.233,6.25,24.478,7.815,20.955,6.309,0.851,19.545,23.725,6.496,15.901,2.545,21.375,26.223,18.572,1.592,Sumana,22.10833333,70.16666667,10.19
23.48,24.175,23.085,23.08,11.74,0.589,19.321,10.812,20.736,5.358,4.365,18.974,10.319,19.468,13.239,10.73,Ribda,22.125,70.76666667,12.06
1.874,5.541,1.754,1.23,4.042,4.762,4.062,4.207,5.431,5.98,1.66,1.791,0.629,4.384,5.862,4.649,Chhindra,22.12666667,72.66972222,5
6.089,6.077,2.914,8.138,5.435,0.084,6.391,0.34,0.723,5.285,8.766,1.439,5.904,2.675,0.697,7.77,Lalavadar,22.13333333,71.30416667,5
3.431,4.898,20.776,1.639,28.438,14.402,12.63,13.451,26.315,7.937,7.018,17.201,24.86,27.482,7.555,4.029,Baladgam,22.1375,74.00833333,10.62
29.875,39.405,41.313,28.548,27.79,7.809,15.107,1.953,32.634,16.615,34.227,24.833,33.797,33.681,27.047,0.322,Lodhika1,22.14166667,70.64166667,23.26
21.487,94.54,15.373,92.159,12.488,71.606,91.569,86.567,68.646,61.083,59.054,42.201,49.909,59.264,92.052,41.583,Masor,22.14166667,72.90833333,65.34
70.634,136.216,129.186,113.153,73.667,141.406,168.289,1.55,99.538,65.266,105.32,45.675,81.317,88.517,58.125,151.319,Sardhar1,22.14583333,70.98888889,82.45
30.008,2.149,86.137,74.176,84.925,96.715,96.749,13.972,39.597,35.955,8.548,53.973,39.091,41.312,64.109,97.793,Kamlapur,22.14583333,71.2,32.38
18.326,42.711,19.45,20.474,37.595,22.108,39.626,36.469,12.6,34.346,26.488,32.253,43.753,19.014,5.544,26.249,Vinjhalpur,22.15,69.6,33.7
1.032,9.747,8.798,9.541,5.114,5.663,4.63,2.21,6.935,4.515,7.496,1.287,0.471,4.587,0.828,6.03,Barvala,22.15,71.89166667,5
30.786,76.777,59.14,104.729,12.785,112.315,47.492,34.081,32.105,92.36,69.408,102.824,88.517,95.443,92.097,64.178,Salangpor,22.15833333,71.77083333,81.72
7.533,3.172,8.468,5.017,6.223,6.43,3.749,4.647,0.328,6.376,0.475,4.505,3.06,1.794,1.003,1.263,Sarod,22.15833333,72.75833333,5
5.052,9.748,4.123,10.492,8.143,3.401,9.863,1.499,6.779,2.277,8.146,1.181,8.636,9.15,8.199,5.928,Vega,22.15944444,73.4125,5
1.195,30.637,6.89,52.834,38.765,30.268,17.215,25.874,12.858,31.445,52.419,10.225,53.73,28.431,40.394,33.107,Juvanpur,22.17083333,69.36666667,29.89
15.668,2.265,6.113,0.395,8.112,0.181,1.425,3.658,5.453,12.636,12.747,13.605,12.31,5.397,16.686,10.282,Bhadla,22.18333333,71.09166667,9.37
67.427,53.206,56.068,51.384,22.563,3.711,1.059,57.453,22.163,43.94,51.512,63.004,51.805,22.297,27.182,24.267,Dahegam,22.18472222,72.59722222,44.3
8.781,46.789,114.778,86.635,35.497,72.315,40.578,41.429,90.601,29.535,73.81,34.561,83.327,57.249,4.511,84.446,Chavaria,22.1875,73.9875,39.98
70.882,137.904,119.642,11.085,64.902,212.495,112.361,56.4,86.361,49.492,180.556,221.534,83.208,61.882,175.44,181.581,Hanzdapur,22.19,69.44,75.29
23.805,39.31,42.071,21.083,41.104,30.401,18.263,39.877,29.883,48.334,30.068,18.08,4.359,50.627,42.34,50.059,Lalpur1,22.19166667,69.96111111,41.92
7.047,6.166,0.223,8.373,5.317,5.73,3.635,1.918,6.746,5.471,5.046,3.551,8.085,0.452,7.465,5.035,Nikava,22.19166667,70.53333333,5
95.826,42.563,70.474,79.998,24.054,78.025,125.464,119.877,8.113,32.652,44.87,0.766,42.798,135.745,79.107,2.897,Kavi,22.19361111,72.63944444,55.76
0.814,3.546,8.968,11.324,3.636,7.369,5.838,11.898,1.798,4.094,7.216,13.475,0.634,11.628,13.506,4.384,Bhindol,22.2,73.9,5
34.615,31.332,92.96,28.882,139.69,93.215,77.292,100.347,91.669,64.266,35.63,52.61,154.811,126.992,48.489,9.318,Panwad,22.2,74.04166667,70
7.157,101.329,143.61,27.023,108.518,133.269,72.8,79.354,152.62,31.001,133.107,135.178,99.97,158.604,90.45,131.664,Kuvadia,22.20138889,69.58333333,65.94
1.875,2.161,12.08,5.122,2.607,5.56,9.513,6.776,10.096,4.102,11.046,5.03,9.987,10.137,6.869,3.126,Asar,22.20361111,74.01055556,5
116.858,182.46,18.405,117.543,237.302,72.685,176.328,11.014,52.332,85.478,84.065,199.658,74.31,177.98,127.438,154.902,Vadtara,22.20833333,69.5,111.43
68.498,33.827,45.956,116.526,40.677,124.909,142.055,78.78,151.217,67.269,139.067,51.397,24.924,143.574,91.032,118.708,Vinchhia,22.20833333,71.37916667,71.05
33.789,7.994,31.422,16.407,34.548,6.717,18.901,7.682,10.506,34.299,20.028,2.607,27.438,22.416,15.578,28.622,Khambhaliya,22.20972222,69.64583333,26.03
3.44,3.172,16.519,20.449,44.322,25.329,28.054,38.316,32.891,41.93,4.114,41.025,7.048,31.206,7.377,35.27,Govindpura,22.21111111,73.74138889,29.16
14.824,62.849,12.029,26.84,10.622,23.349,26.281,0.604,10.667,61.523,13.384,3.976,63.028,26.84,61.686,11.363,Kalawad,22.21666667,70.38333333,49.96
25.35,38.922,15.484,30.667,34.936,14.162,38.13,11.216,31.021,22.255,3.618,42.78,9.057,55.779,40.879,7.531,Makni,22.225,73.67916667,27.47
24.119,5.959,30.219,43.359,15.125,36.459,34.441,21.634,33.063,26.136,28.607,14.017,39.694,23.672,13.42,8.242,Amreshwar,22.22777778,73.48333333,22.92
172.83,27.793,122.593,88.501,13.537,15.739,51.471,35.207,175.843,55.789,81.969,128.178,13.419,187.919,10.318,173.133,Tardhera,22.22916667,71.60416667,69.19
22.148,2.741,25.518,15.426,25.178,34.638,30.435,18.66,16.536,51.614,44.263,32.589,32.062,9.383,53.39,43.572,Vad panchasara,22.23333333,70.11666667,33.69
10.62,34.038,17.305,17.969,22.617,7.991,6.959,6.391,14.998,21.622,29.79,10.731,10.905,28.198,29.133,11.946,Amaliya Chokri,22.24027778,69.12527778,21.99
7.521,5.27,7.29,1.293,6.818,2.313,6.908,5.075,0.555,4.916,2.421,6.156,0.728,5.721,1.357,2.61,Khirsara1,22.24166667,70.64583333,5
33.443,34.625,28.348,35.885,54.961,45.115,34.181,75.159,37.197,65.85,12.254,44.62,4.959,19.524,51.442,69.197,Dwarka,22.24583333,68.95833333,49.65
8.751,5.233,7.974,7.262,6.633,9.711,3.968,10.423,8.173,3.851,1.344,1.294,0.431,8.536,1.669,1.843,Pindara1,22.24722222,69.25833333,5
16.84,131.421,72.944,39.654,121.585,91.909,55.797,99.281,104.407,21.773,72.447,115.024,120.803,128.117,31.314,79.893,Alladpur,22.25,73.71666667,63.23
20.946,19.651,24.835,8.176,22.723,23.975,18.549,3.644,16.881,34.376,7.314,8.365,31.318,37.564,38.42,24.657,Pitha,22.25416667,73.64166667,28.78
27.715,17.793,73.407,38.771,131.98,202.46,112.975,133.362,161.428,160.457,175.932,36.39,31.812,24.268,92.512,137.435,Paliyad2,22.25555556,71.56388889,105.28
58.816,72.952,73.83,12.979,1.515,50.204,47.543,16.509,41.692,54.298,83.612,21.778,73.659,25.598,19.358,26.426,Vadodara_ONGC,22.26916667,73.21277778,53.64
7.122,9.336,10.39,15.068,10.727,6.323,14.017,11.957,8.98,0.069,8.755,4.308,0.623,15.565,10.396,16.219,Kundali,22.26944444,71.7,5
47.9,17.432,25.144,15.467,23.381,39.766,37.26,13.46,26.076,22.302,5.059,52.909,7.543,40.516,26.941,3.732,Haripur2,22.27083333,70.33333333,23.65
47.367,67.418,64.502,130.564,14.325,80.377,36.275,87.947,34.854,33.305,136.055,103.656,65.226,22.071,80.487,116.541,Bodeli,22.27083333,73.71666667,45.81
44.046,42.806,0.069,146.213,134.473,123.123,12.427,154.797,102.097,77.37,2.453,91.895,153.722,24.659,119.736,36.75,Dali,22.275,72.76666667,69.08
80.673,56.99,41.792,3.817,22.179,7.285,29.522,56.386,44.646,72.703,24.828,75.1,3.193,75.648,50.111,78.288,Patiyapura,22.275,73.44166667,64.07
200.493,157.808,19.367,147.106,116.934,144.333,128.383,50.337,207.75,103.701,136.315,206.726,223.544,69.222,24.01,97.076,Saidal,22.28333333,73.50277778,118.18
13.654,5.534,5.642,6.258,9.041,3.448,4.612,11.998,7.449,3.325,0.544,13.719,4.03,4.798,4.581,11.139,Varwada,22.29166667,68.96666667,5
1.813,1.46,2.427,4.603,1.471,0.092,5.772,6.397,1.378,7.557,1.295,5.634,2.375,1.337,5.352,2.098,Suskal,22.29166667,73.77916667,5
19,12.028,94.975,54.621,38.934,150.698,171.94,130.342,60.352,136.488,84.835,169.088,103.03,48.845,110.198,107.691,Vadodara_Kevada Bag,22.29333333,73.19833333,98.03
58.705,24.582,50.594,70.778,29.125,75.574,81.616,54.102,73.639,44.996,43.844,54.64,22.321,61.545,32.804,81.14,Tagadi1,22.29583333,71.94722222,44.73
3.719,9.105,14.945,3.59,10.32,5.116,5.25,1.081,12.734,2.852,13.692,6.51,12.066,6.886,3.012,11.017,Rajkot1,22.3,70.8,5.16
3.107,1.884,7.076,3.662,7.109,5.696,7.108,5.932,1.904,6.97,3.449,1.656,0.082,2.872,4.816,3.57,Salaya,22.30555556,69.60416667,5
53.749,20.423,16.524,42.548,29.295,35.772,6.789,34.113,1.532,38.825,17.116,34.493,30.697,40.758,24.122,4.662,Rajpada,22.30833333,71.69166667,34.34
