sample_id,lat,long,as,cd,cr,cr+6,pb,hg,ni,cu,zn,fe,mn,co,al,se,sb,ba,v
Karamasiya,22.42083333,73.41944444,0.011233916,0.003238253,0.059611018,0.055490807,0.009581843,0.001146701,0.021693344,1.770029389,3.485561019,0.360063272,0.118768715,0.05564554,0.227762933,0.011438374,0.00480824,0.879717055,0.050800934
Shivrajpur,22.425,73.59166667,0.045558952,0.012960623,0.213628414,0.218195137,0.043642053,0.004321812,0.088868181,6.621830432,12.6723739,1.294820356,0.438766556,0.220163989,0.873528415,0.043315026,0.021590737,3.024001808,0.213119992
Aramda,22.43333333,69.04166667,0.049920242,0.014555287,0.245018865,0.249627065,0.046748594,0.004842622,0.096191395,7.354439992,14.74661161,1.407395014,0.472365012,0.235161029,1.013309305,0.047666912,0.02396033,3.472599126,0.237680605
Vanala,22.43333333,71.92083333,0.017828398,0.005677227,0.092609895,0.096419251,0.017589619,0.001911922,0.036090252,3.016504946,5.511122256,0.651329645,0.189897476,0.091438291,0.392114338,0.020072269,0.010570443,1.195363577,0.096806809
Bed1,22.4375,69.9,0.008600939,0.0029319,0.04800096,0.038909422,0.008260518,0.000834494,0.017501749,1.404527596,2.686578408,0.22177473,0.091328854,0.047776247,0.168600433,0.008247984,0.004462896,0.7292327,0.049685694
Bhalgam,22.44166667,71.08333333,0.004307468,0.001737462,0.028145738,0.030473167,0.007839998,0.000524466,0.012022312,1.009840225,1.618210045,0.189630931,0.052160658,0.027953236,0.11529012,0.004028351,0.002930932,0.458423987,0.027125056
Jojh,22.44166667,73.9625,0.00315009,0.000672972,0.011733877,0.007996756,0.003020816,0.000364034,0.009927119,0.44009068,0.560012679,0.101432761,0.025449759,0.015070459,0.05198479,0.002669331,0.00088998,0.221928452,0.014632992
Padadhari,22.44722222,70.60833333,0.045584385,0.013309898,0.2235484,0.233062711,0.043672646,0.004367564,0.089862423,6.618305038,13.5824544,1.326056,0.436193202,0.221368101,0.91809462,0.045907542,0.022434992,3.141089225,0.220310145
Padadhari1,22.44722222,70.60833333,0.019143469,0.005365722,0.09076086,0.095363671,0.015292599,0.0018677,0.03866079,2.569008491,5.55392225,0.529941008,0.179227374,0.092372985,0.362113781,0.017243051,0.008847004,1.275340752,0.090386755
Gordhanpur,22.45,70.00138889,0.005857281,0.001812114,0.020197124,0.022825255,0.006877089,0.000292784,0.011585892,0.840160828,1.49236791,0.154381532,0.055719668,0.030420233,0.13890381,0.005713094,0.002099857,0.544262303,0.033337498
Movaiya,22.45,70.60833333,0.008694499,0.001775147,0.037348759,0.044844357,0.00547142,0.00065049,0.013861532,0.953197766,2.446918479,0.24245242,0.076129772,0.029187422,0.184770921,0.008392782,0.004645225,0.551147198,0.032487156
Sudamda,22.45416667,71.485,0.040041417,0.011287625,0.187085185,0.184019869,0.03732872,0.003803122,0.076940745,5.862223292,11.59801633,1.148738259,0.366242411,0.194949409,0.74296281,0.038552169,0.01968022,2.596429862,0.195786245
Jamnagar2,22.45833333,70.07916667,0.003492912,0.001389321,0.010812913,0.014322288,0.00367475,0.000382381,0.006434747,0.644146028,1.503185834,0.12340342,0.047867595,0.015720549,0.081866573,0.003183913,0.002014705,0.452519285,0.023251305
Khamta,22.475,70.55,0.01381616,0.004536814,0.077314262,0.080785422,0.016209407,0.001318603,0.028676493,2.006803653,4.707317559,0.420064673,0.149855215,0.064669709,0.273309724,0.016444346,0.007592871,1.088443796,0.072662518
Vadala,22.475,73.31666667,0.00338029,0.000562859,0.011946221,0.001177097,0.002508877,0.000135022,0.003266037,0.129889124,0.633817234,0.033762902,0.014299496,0.009779697,0.046379109,0.001678568,0,0,0.005871481
Adas_DW,22.47861111,73.03027778,0.004224837,0.001098546,0.031642199,0.024902789,0.003866406,0.000172109,0.006939717,0.949988244,1.386286861,0.087394458,0.035967292,0.019632783,0.100907697,0.004023161,0.001957796,0.265467299,0.017146393
Tundav,22.48333333,73.20277778,0.000163599,5.27E-05,0.005712936,0.011663602,0,5.23E-05,0,0.035176565,0.852539943,0.000879823,0.00817095,0.003475845,0.027228562,0.000531302,0.000326314,0,0.008957243
Pavagadh,22.4875,73.55555556,0.034532179,0.009853203,0.178026612,0.175576993,0.034821129,0.003372839,0.067914396,4.940845269,9.887190414,1.016107872,0.338434902,0.179437164,0.674534,0.034317452,0.017278322,2.33357567,0.176207312
Dheduki,22.5,71.325,0.01822423,0.005868711,0.096895541,0.097802658,0.018835762,0.001797151,0.039359385,2.932294642,5.602164039,0.628661739,0.200298578,0.0991222,0.39093227,0.019275512,0.009539529,1.391887135,0.105693156
Neknam,22.50416667,70.69583333,0.007820239,0.002211578,0.042864937,0.042006343,0.008337656,0.000786716,0.015474836,1.39104661,2.610712739,0.194064825,0.064144573,0.029884223,0.125791523,0.006302092,0.002995993,0.435968476,0.028798163
Chhatar,22.50416667,70.75416667,0.002596644,0.000938804,0.00750301,0.017938922,0.003512914,0.00034744,0.001868903,0.536300895,0.560528552,0.141324039,0.022134296,0.007806205,0.052220484,0.001951425,0.001508323,0.243821524,0.018609732
Juna samalya,22.50416667,73.28333333,0.006839716,0.001323286,0.037767771,0.037268196,0.00754136,0.000690663,0.012744643,0.721827088,2.020007865,0.138443297,0.075188584,0.03739171,0.12273325,0.007673335,0.002451198,0.496855303,0.033065616
Timbi2,22.50833333,73.50833333,0.014152319,0.004106449,0.077905116,0.084211175,0.014981482,0.001781183,0.025804742,2.269099975,4.412515512,0.492562273,0.146264346,0.076190054,0.297750078,0.014687255,0.007421862,0.971885524,0.076676861
Tol,22.51083333,72.56666667,0.00783561,0.002089205,0.035964397,0.033736429,0.007093418,0.00061432,0.015333834,1.216192105,2.17407307,0.253517115,0.056190967,0.034027417,0.11091944,0.008610808,0.002974417,0.497151058,0.042178415
Kevadi,22.51666667,73.94166667,0.000140752,0.000748432,0.006767752,0.006825291,0.000234183,0.00014265,0,0.098041355,0.095679452,0,0.014671435,0,0,0.002124348,0,0,0.003748508
Jambuda,22.525,70.20416667,0.01096849,0.003920846,0.067142976,0.062574907,0.013225119,0.001174448,0.02319948,1.809156061,3.803733742,0.358821979,0.116743389,0.068118349,0.232489648,0.009636723,0.00526478,0.854664761,0.067466045
Falla,22.52916667,70.30833333,0.004116593,0.00094113,0.019433521,0.012173987,0.003196488,0.000331925,0.008781448,0.382097904,0.916151143,0.115060006,0.013560249,0.014023686,0.064226194,0.003274707,0.001298516,0.224578153,0.020097501
Bandhani,22.54166667,72.81666667,0.046536609,0.014423081,0.236817288,0.230850062,0.049336875,0.004849935,0.095868139,7.409459419,13.82357846,1.357349651,0.470041309,0.242048546,0.953984833,0.045430884,0.023945072,3.257111801,0.242317306
Tarkanda,22.54583333,73.52916667,0.040415399,0.01163465,0.196726496,0.194611522,0.039731737,0.004037051,0.077252183,6.039791808,11.90200901,1.148524744,0.414499689,0.203111979,0.748381319,0.039907553,0.019348283,2.885004308,0.197181228
Sindhavadar,22.55,70.89166667,0.012630629,0.003492426,0.06084577,0.055386689,0.010506995,0.001137581,0.027091385,1.704225448,4.052121477,0.322390479,0.127948332,0.055138057,0.213489708,0.012709961,0.004583107,0.832654878,0.05988355
Warod,22.55833333,71.65416667,0.020189236,0.005384651,0.08922813,0.089508497,0.018892596,0.001974835,0.035599438,2.84418123,5.71590894,0.597999429,0.177176403,0.091163915,0.338609401,0.019433141,0.008508973,1.289418091,0.104356137
Dhrol2,22.56666667,70.41666667,0.006610693,0.002065645,0.041817804,0.041095808,0.007913494,0.000941183,0.018125817,1.456806694,2.983873389,0.220104583,0.099746415,0.046020425,0.161440305,0.009750393,0.004714366,0.727982844,0.045125585
Limbdi1,22.56666667,71.8125,0.026554938,0.007335385,0.135287162,0.132020243,0.025182251,0.002681476,0.053378509,3.794399648,7.460181502,0.810262408,0.243759827,0.13146895,0.524051594,0.0253889,0.013346372,1.951438896,0.134945714
Shekhupura,22.575,72.625,0.00430742,0.001852125,0.025953845,0.024437385,0.006821304,0.000786937,0.007231041,1.076367272,2.416630212,0.169976161,0.063882057,0.02935814,0.128627372,0.005539542,0.003388415,0.511378023,0.02976792
Anand,22.575,72.97222222,0.006053189,0.001343379,0.026723144,0.040274663,0.004441715,0.000594525,0.010070248,0.854336135,0.820011765,0.148459526,0.04146678,0.028845812,0.11556792,0.005203427,0.003306531,0.297137603,0.03502401
Than,22.57916667,71.19972222,0.00431499,0.002036203,0.030951777,0.02307519,0.004258181,0.000580545,0.012183725,1.059457958,1.75693888,0.160003073,0.05656901,0.027737716,0.119204407,0.004218187,0.002649686,0.370704083,0.031956832
Kanjetha,22.58055556,74.11388889,0.005428548,0.001742772,0.017470278,0.023704156,0.00314936,0.000512645,0.009926359,0.795408249,1.001578862,0.112874113,0.047746439,0.025844505,0.047116505,0.005497466,0.001767428,0.264800981,0.02451716
Dabhava,22.58333333,73.90416667,0.001259829,0.000590169,0.000353453,0.002362015,0.001325037,0.00018153,0.003315335,0.299374381,0.774790401,0.046166387,0.025666782,0.007816896,0.01971191,0,0.001538645,0.157080978,0.013503636
Kalol_UR2,22.58972222,73.45138889,0.008258883,0.001763255,0.041491263,0.032103393,0.00745532,0.000676541,0.013642595,1.11901069,2.541846348,0.23662168,0.091498399,0.039434772,0.181682693,0.008745525,0.003866969,0.586884859,0.035720622
Rasulpur,22.6,73.23333333,0.006757571,0.001586648,0.031801463,0.025716161,0.006766621,0.00052714,0.015044857,0.576794523,1.593265015,0.228370224,0.085079277,0.037630704,0.123041999,0.005575036,0.002826933,0.565614053,0.03023954
Kalol_UR1,22.60027778,73.44333333,0.005112364,0.001007746,0.015766369,0.008817171,0.004221345,0.000203432,0.00937071,0.811576387,1.587941219,0.13538084,0.032520852,0.013651717,0.102060613,0.003115243,0.002186081,0.260371176,0.012544313
Tokarba,22.60416667,74.0375,0.024953067,0.00693266,0.117949826,0.104975537,0.022515392,0.002306619,0.050497973,3.346537681,6.993460249,0.658913738,0.209126113,0.119353998,0.484025614,0.023990706,0.011646096,1.624745124,0.121699642
Haryana,22.60833333,70.2625,0.030876083,0.009299737,0.161057146,0.152460543,0.032390019,0.00341893,0.06036788,4.633801453,9.573078143,0.890579919,0.301828092,0.144492182,0.641304792,0.03017853,0.015584909,2.095642743,0.152375914
Wankaner-1,22.62083333,70.92916667,0.005251181,0.001450477,0.036041885,0.025963488,0.006410475,0.000527895,0.009621461,0.782521919,2.261193033,0.200184484,0.058269221,0.031562053,0.131762343,0.004839165,0.004138376,0.443546227,0.033094947
Boriyani,22.63222222,73.00416667,0.031652072,0.009636904,0.163540451,0.158413068,0.032544497,0.00337891,0.066551248,4.771299511,9.669073505,0.982929105,0.313625051,0.164834583,0.658325514,0.033109622,0.016131615,2.269268261,0.158633103
Dhanpur,22.63333333,74.10416667,0.018306104,0.004860679,0.078016532,0.07483657,0.0171399,0.001590739,0.034030485,2.522867658,4.622837329,0.448102284,0.157502875,0.078325349,0.358567735,0.01679451,0.008609212,1.158079051,0.080447422
Boriyavi,22.63555556,72.90916667,0.000347992,0.00074892,0.001945584,0.00887756,0.000829972,0.000175644,0.002993819,0.135094694,0.115402322,0.012647942,0,0.010091439,0.006230319,0.000949199,0.000700604,0.169079381,0.010285367
Tarnetar,22.64166667,71.21666667,0.002764722,0.001420693,0.029657883,0.020561964,0.002672946,0.000354102,0.011431971,0.629375046,1.029309271,0.167718028,0.037045244,0.021612976,0.083517276,0.006501913,0.002078052,0.232051321,0.016415133
Muli,22.65,71.46666667,0.000387764,0.000442549,0.00503954,0.015117627,0.001406912,0.000155678,0.003860804,0.266015227,0.044075722,0.006229054,0.006630849,0.005038862,0.037862006,0.00036696,0.000615221,0.067535044,0.000584
Kalyanpur2,22.65833333,70.73333333,0.010838088,0.00303273,0.047813279,0.044768806,0.012286677,0.000906992,0.021780707,1.544097134,3.571573349,0.322988574,0.10066626,0.049030232,0.211088183,0.009063473,0.005103439,0.750435499,0.043692901
Khadki_Vadiya,22.66222222,73.50027778,0.012832797,0.003302222,0.05780089,0.058600146,0.012800639,0.001087198,0.020463174,1.418862858,2.6212773,0.269157663,0.10348431,0.053936524,0.219414762,0.010215971,0.004652395,0.671501065,0.052058791
Shiyani,22.66666667,71.82916667,0.006774504,0.00198793,0.035740106,0.030636577,0.00712258,0.000635932,0.013946013,0.856688369,2.076779329,0.185393795,0.061960238,0.030871517,0.120398092,0.006848698,0.003386052,0.469692246,0.03197688
Chhaliyar,22.66666667,73.31666667,0.009663937,0.002605227,0.039186775,0.048216821,0.007930232,0.000936475,0.017028267,1.257677724,2.339219353,0.261819993,0.082943217,0.046164191,0.158314783,0.008409253,0.004319132,0.749758663,0.049288531
Ambakatch,22.66666667,74.22027778,0.005308619,0.001759121,0.034108246,0.037468759,0.005167035,0.00044696,0.011925662,1.016151056,2.223203091,0.172537116,0.051840855,0.037072673,0.15861176,0.006717342,0.003320632,0.288672411,0.03314911
Bapda,22.67,73.84166667,0.007453086,0.002816209,0.047165728,0.038620661,0.008247854,0.000795108,0.01880322,1.388054022,2.740177227,0.284367511,0.102242023,0.033321336,0.167375019,0.008708472,0.004696061,0.674418966,0.041848451
Garbara,22.68055556,74.3125,0.026244322,0.00744443,0.127095284,0.124237008,0.026070645,0.002612673,0.053826211,3.838784595,7.656786126,0.807021236,0.255459464,0.130135912,0.536640611,0.026058944,0.012086377,1.735457341,0.126736701
Bedanpur,22.68333333,70.31666667,0.02522979,0.007169127,0.132057492,0.130172604,0.025153693,0.00264657,0.050392296,3.850315557,7.957584683,0.730734736,0.257119915,0.125201536,0.518445073,0.027113002,0.012985772,1.85912505,0.126424406
Hadmatia,22.68333333,70.80833333,0.005717344,0.001884592,0.032878148,0.031965783,0.006791201,0.000921524,0.018009443,0.699897432,2.169774424,0.235336074,0.072313124,0.036142735,0.144233109,0.009253035,0.004205237,0.452054,0.033955429
Nadiad2,22.68333333,72.88333333,0.01956006,0.005263473,0.098189311,0.08944588,0.020974708,0.001943414,0.036037329,3.098635427,5.361563891,0.567169752,0.183785834,0.092795611,0.342975956,0.017143958,0.00970285,1.225331263,0.091202454
Ghora,22.69166667,73.05416667,0.022643183,0.006365652,0.109865365,0.122674881,0.020437017,0.002301993,0.043659734,3.218340409,6.548773224,0.650374594,0.230281374,0.106426339,0.470326821,0.02252388,0.010260074,1.490820583,0.111531146
Vejalpur,22.69583333,73.55833333,0.040813505,0.012088715,0.200745895,0.199841136,0.040514768,0.004079982,0.07958318,5.958935036,11.71859904,1.239622647,0.397710634,0.196872997,0.817439589,0.041831716,0.021012104,2.857409946,0.196695784
Devgadh Baria,22.7,73.91388889,0.009014556,0.002717674,0.040331697,0.049112818,0.010346069,0.000941915,0.017946322,1.61868973,3.109914439,0.237107283,0.097460783,0.03983036,0.201587698,0.010419652,0.005019847,0.54902973,0.046010652
Alindra,22.70083333,72.97666667,0.008405838,0.002309625,0.034901773,0.035927523,0.007450661,0.00069839,0.010454756,0.797643571,2.17576196,0.223148037,0.05895568,0.034796907,0.108134848,0.00822474,0.002474798,0.413122021,0.036386777
Khandania,22.70416667,73.8375,0.004272982,0.001764008,0.030635938,0.020315024,0.00297294,0.000639839,0.007438272,0.69209724,1.614480689,0.110996083,0.04504793,0.025330772,0.10323567,0.005017672,0.002196354,0.242710325,0.026729846
Ranipet,22.70833333,71.21666667,0.029692984,0.009303607,0.150144955,0.148028737,0.031285615,0.003020022,0.057855061,4.654416482,9.248837192,0.904843182,0.30658675,0.147721676,0.595228286,0.030344704,0.015288706,2.009725216,0.148366549
Parvata,22.71361111,73.12666667,0.020082136,0.00605108,0.104209041,0.100519363,0.018706265,0.001822544,0.040550858,3.136281428,5.86522183,0.559189887,0.204238706,0.10468894,0.366482685,0.020438063,0.01078698,1.401474515,0.09460627
Lajai,22.71666667,70.77916667,0.026247044,0.007726748,0.138766317,0.132327431,0.024755829,0.002672824,0.055896839,3.972162104,8.748283364,0.840143626,0.258910241,0.139594218,0.53188731,0.027609433,0.013539649,1.797851142,0.13962612
Surendranagar2,22.71666667,71.60833333,0.044089674,0.012272865,0.209930322,0.204056808,0.04172858,0.004138055,0.084850693,6.005418661,12.0319578,1.32754828,0.428528759,0.210654582,0.815726788,0.04314073,0.020809943,2.951727486,0.216859561
Tavi,22.72083333,71.85416667,0.004654599,0.001479983,0.031579477,0.037080264,0.00679081,0.000366098,0.007249555,1.023962922,1.757985885,0.21547202,0.038925612,0.026714095,0.14446873,0.0058412,0.003041518,0.401402239,0.024591396
Kalesar,22.72083333,73.19166667,0.045654931,0.013862114,0.220807519,0.225810263,0.04366686,0.004571797,0.090768615,6.656211994,13.42582021,1.446588421,0.448953941,0.229253841,0.938228349,0.044453783,0.022735282,3.044954929,0.226730033
Surendranagar,22.72361111,71.67083333,0.008163162,0.002268315,0.045061397,0.041024123,0.007045106,0.000722388,0.012637266,1.103040604,2.46881354,0.238934035,0.085425585,0.04138123,0.200126255,0.007040855,0.004755099,0.638796759,0.032172623
Ranipura,22.725,73.75833333,0.017382692,0.004448854,0.080211193,0.077913604,0.015377637,0.001534091,0.029940764,2.463827611,4.916591612,0.471182182,0.149711253,0.077227833,0.328676252,0.016137397,0.008774047,0.927726235,0.085578079
Panchwada,22.72916667,74.30833333,0.006694735,0.00147591,0.026372867,0.022957864,0.005531091,0.000747088,0.010433021,1.017583352,1.384099627,0.190649184,0.0753425,0.032964497,0.129796213,0.00687853,0.002925897,0.506975805,0.038201964
Sarla,22.73333333,71.36666667,0.008440494,0.002436184,0.043665554,0.029816571,0.007786573,0.000843526,0.020785018,1.225491695,2.590506527,0.236042774,0.096239124,0.04415122,0.19877899,0.010181967,0.003444944,0.59261015,0.037393843
Kheda,22.7375,72.70416667,0.016549327,0.005372525,0.088045546,0.084860416,0.017587177,0.001766622,0.037849123,2.758585356,5.410969396,0.54082011,0.180891569,0.080924758,0.353554335,0.017035676,0.009232078,1.13191594,0.086551907
Nava Raisngpur,22.74194444,71.26166667,0.007906456,0.003131374,0.047511898,0.046361061,0.009306162,0.000910326,0.020200021,1.589741489,2.851726843,0.281828195,0.107378446,0.051112062,0.19675292,0.008821299,0.004269459,0.649639774,0.039560632
Vejpur2,22.74722222,73.35555556,0.005952646,0.001005824,0.033584011,0.030264786,0.006464337,0.000593132,0.012339908,0.900735844,1.453296593,0.16694232,0.058720838,0.033309644,0.149118264,0.006585584,0.002537325,0.473402934,0.029432771
Dhanol,22.75861111,73.50666667,0.010659675,0.002575243,0.047943003,0.046977947,0.008477019,0.000915256,0.020009907,1.351677469,2.814911389,0.277783706,0.072975876,0.035051258,0.191896389,0.010128985,0.004792547,0.599250934,0.044074985
Dakor,22.7625,73.16944444,0.018375046,0.006084912,0.086930602,0.099747789,0.017869168,0.001744685,0.03671654,2.601782426,5.904957659,0.516946966,0.176145556,0.096087667,0.368597419,0.019312073,0.009841811,1.218873389,0.092747622
Godhra_UR2,22.76916667,73.59111111,0,0,0,0.004992889,0.000832736,0.000123734,0.000891965,0,0.346296105,0,0.004923006,0,0,0,0.000740991,0.097227529,0
Godhra2,22.77083333,73.63333333,0.035333411,0.010385049,0.171663481,0.169811359,0.03307905,0.003466442,0.071077143,5.462004468,10.49814117,1.047678539,0.342324207,0.165400019,0.700518543,0.035381472,0.016985825,2.365994909,0.179600303
Dedadra,22.775,71.73333333,0.006440241,0.001913825,0.023265698,0.02361907,0.006081474,0.000810383,0.012131188,0.967431199,1.769432637,0.220374056,0.056651447,0.02441433,0.116151569,0.006346386,0.003508106,0.459991273,0.020030458
Godhra_UR3,22.78,73.60694444,0.010419769,0.003547072,0.060592662,0.054605731,0.01099121,0.001197862,0.024241203,1.560691909,3.318814194,0.343158068,0.11946898,0.061292161,0.269840165,0.012407345,0.005865966,0.81679276,0.059744226
Muliyad,22.78305556,73.17666667,0.03528537,0.010059091,0.176836325,0.172071833,0.034270829,0.003503102,0.071569877,5.40043824,10.14577158,1.071428015,0.34139588,0.170829051,0.727766127,0.03395699,0.016788953,2.519432094,0.17363497
Mahudha,22.78333333,72.94166667,0.004547157,0.00090812,0.018846129,0.018324349,0.006156245,0.000506624,0.00996443,0.792974281,1.355140876,0.097054545,0.056485564,0.027973261,0.098439663,0.003356625,0.002052369,0.254239231,0.029740491
Dudhai2,22.79166667,70.50416667,0.046724995,0.014753103,0.236714199,0.235604151,0.047974854,0.004734196,0.095096801,7.085418026,14.62108398,1.426869373,0.477463867,0.239878419,0.960363828,0.04703555,0.023581004,3.286784635,0.230845122
Godhra_UR1,22.79277778,73.60666667,0.005021071,0.001733069,0.0335676,0.020863617,0.003293883,0.000553767,0.007537815,0.734952253,1.176242088,0.145250495,0.047682744,0.023938218,0.054382545,0.00304526,0.003133766,0.204787338,0.018927161
Sara,22.8,71.19722222,0.002817094,0.000893115,0.011672645,0.006817985,0.002739233,0.00015573,0.003703931,0.175506076,0.777998191,0.0158816,0.008564738,0.018071008,0.031401734,0.002402142,0.001556612,0.237879777,0.007414091
Santroad,22.8,73.8125,0.002562581,0.000468758,0.004736597,0.00223677,0.001082805,0.000377331,0.002976448,0.229965991,0.699128634,0.044111568,0.012250967,0.011895095,0.02907576,0.001339022,0.001271424,0.081206606,0.007402965
Varamkheda,22.8,74.275,0.0049611,0.001838852,0.030036619,0.024524968,0.003603494,0.000479677,0.009997011,0.739722247,1.607845566,0.184993594,0.033207661,0.021274697,0.129611353,0.005292477,0.002266254,0.395964751,0.030542241
Tuwa,22.80416667,73.47083333,0.005127991,0.001411413,0.03140665,0.03140537,0.004652347,0.000623916,0.009433285,0.654037366,1.813491673,0.131515886,0.050158981,0.039261856,0.088177679,0.00433392,0.00227048,0.499739779,0.021263197
Alina,22.80833333,73.05833333,0.00162142,0.000525678,0.003364541,0.01367762,0.00068206,8.98E-05,0.003585815,0.238749772,0,0.041718403,0.038606881,0.006941755,0.056500784,0.002134349,0.000358901,0.009436652,0.013365028
Salaya1,22.80833333,73.89166667,0.005888054,0.001335955,0.030734915,0.033156455,0.006215876,0.000584788,0.013661582,0.944313107,1.822141384,0.222084859,0.045968022,0.029586892,0.081472441,0.004980996,0.002522154,0.375405306,0.022880733
Anindra,22.81027778,71.70583333,0.000751231,0.000708937,0.008507832,0.017706734,0.002135965,0.000262159,0.003431032,0.303751492,0.732450877,0.068551834,0.020506799,0.011634154,0.042380673,0.001139129,0.000967609,0.178224224,0.010027078
Latuda,22.81305556,71.60805556,0.009239592,0.002193436,0.030101516,0.036133592,0.007758174,0.000727846,0.011374201,1.165194379,1.95569056,0.21158945,0.087163849,0.031117458,0.1664105,0.00716529,0.004069021,0.519121827,0.024990915
Morvi,22.81666667,70.84166667,0.002905627,0.000675665,0.006525685,0.006955124,0.00144447,9.62E-05,0.000919303,0,0.29075568,0.045168765,0,0.00391626,0.035752255,0,0.000664275,0.115620905,0.009555208
Dahod2,22.825,74.23333333,0.045782318,0.013760078,0.225160475,0.228102672,0.045426741,0.004512274,0.094381734,6.803509227,13.44979769,1.381058272,0.45834854,0.216545709,0.907197467,0.04549769,0.02253978,3.173360104,0.216044063
Chhabanpur,22.82777778,73.6125,0.021039327,0.006313647,0.117550271,0.114518474,0.020898863,0.002281901,0.042213836,3.364199915,6.975653716,0.61963501,0.227862027,0.113416066,0.45549606,0.021365557,0.011163091,1.619492085,0.101345214
Amran1,22.82916667,70.5625,0.014088825,0.003767882,0.065460989,0.054110385,0.011374695,0.001147575,0.022852947,1.627723846,3.106426541,0.327980076,0.122991784,0.061422319,0.254717443,0.012558965,0.005928537,0.797606293,0.048301499
Mandvi (Shitla Mata),22.83333333,69.33333333,0.010787279,0.003430661,0.046146719,0.0536842,0.010457933,0.001136811,0.021881689,1.49263949,3.006606593,0.299740515,0.09770618,0.051172324,0.177867717,0.009655042,0.004735948,0.773580483,0.045652342
Dadhela,22.8375,74.06666667,0.009517771,0.003717415,0.054943348,0.047030538,0.009754331,0.001265245,0.021042411,1.670907572,3.5591058,0.324382942,0.098880206,0.059784448,0.254809517,0.010329775,0.005394394,0.784146692,0.06312937
Dohad_Urban3,22.83972222,74.23388889,0.031077543,0.009863066,0.16086571,0.145833176,0.03191395,0.003258712,0.064462549,5.178231168,10.07865579,1.037033348,0.326761362,0.168246338,0.651215267,0.034258493,0.016652755,2.187854315,0.169446387
Mathak,22.84,71.05777778,0.000730151,0,0.010264422,0,0.001700213,0.000155149,0,0.051429573,0,0.016997485,0,0.0033244,0,0,0.000311898,0.014248758,0
Mathak2,22.84166667,71.05833333,0.004328716,0.001546849,0.007698168,0.023241224,0.004106288,0.000324396,0.008268371,0.351373581,1.509421372,0.102654125,0.037263614,0.010845796,0.086966979,0.005118735,0.002074404,0.185699457,0.018945326
Rajsitapur,22.84166667,71.59166667,0.003863587,0.001044352,0.014991033,0.020946073,0.001281815,0.000312155,0.005723695,0.557010096,0.835702898,0.021844055,0.043827085,0.025285912,0.0642671,0.000531816,0.001418481,0.200080085,0.013263018
Mandvi,22.84222222,69.37083333,0.008068295,0.002766949,0.041659776,0.040740901,0.008576285,0.000645116,0.015703691,1.211107144,2.338925495,0.202260198,0.066008684,0.038786873,0.125353717,0.008802506,0.003987251,0.480764952,0.042001292
Dohad_Urban2,22.84472222,74.26666667,0.005940545,0.002018192,0.02983268,0.031497223,0.004764215,0.000428515,0.011116323,0.823458464,1.584461505,0.171157941,0.071999274,0.02601163,0.132311779,0.005548326,0.003406768,0.459310666,0.034869344
Natapur,22.85722222,73.82055556,0.001140085,0.00056819,0.01051151,0.006450518,0,0.000180183,0.004710807,0.194772851,0.625778723,0,0.022015083,0.022118729,0.007095433,0.000769303,0.000153932,0.18596574,0.003402425
Nichi mandal,22.85833333,70.95,0.007871434,0.002308896,0.037418913,0.042187987,0.008969665,0.000726604,0.018237932,1.364758364,2.124342422,0.24773219,0.078470671,0.035284092,0.166673632,0.00817889,0.004426673,0.645112428,0.036770331
Ratanpur1,22.85833333,71.27083333,0.00749719,0.002614987,0.035173648,0.04684399,0.008236114,0.000733819,0.014972666,1.187849869,2.16961114,0.184515687,0.064993904,0.030645019,0.158138449,0.008125998,0.003469366,0.366367966,0.042723138
Lakhtar,22.85833333,71.78333333,0.00143764,0,0,0.009350025,0.000271108,0.000151416,0.000546424,0.347853256,0.453917686,0.015206781,0.016604886,0.008991474,0.053696018,0.001273194,5.28E-05,0,0.008998861
Luni,22.87333333,69.81166667,0.047386962,0.014931766,0.243837552,0.248414987,0.049761031,0.004799723,0.100444258,7.424812675,14.4722282,1.540679469,0.488921509,0.255640598,0.980738479,0.051070021,0.025827113,3.366559167,0.247191633
Modhvana,22.88138889,71.73555556,0.000385565,8.15E-05,0.005231266,0.007905882,0.000342845,0,0.00245922,0,0.167530593,0.026391493,0.012058983,0.000730951,0,0.001768732,0.000102668,0.046772919,0.007885102
Deshalpur m.,22.88333333,69.58333333,0.009913379,0.002720533,0.050582141,0.055371209,0.010208378,0.001071943,0.021123638,1.636691249,2.911274267,0.332448866,0.092102135,0.054455467,0.169595447,0.010241456,0.005028266,0.702559402,0.045304498
Bhadreshwar,22.9,69.9,0.0096777,0.002342351,0.04349676,0.046439064,0.008613142,0.000825616,0.013875721,1.262472816,2.057169422,0.239556054,0.087313529,0.042112392,0.152935824,0.008101788,0.003529086,0.751637555,0.042505965
Modpar1,22.9,70.66666667,0.005011516,0.000849674,0.032604258,0.023739498,0.004237802,0.000427693,0.01106537,0.572814208,1.272616417,0.145784817,0.03321811,0.02427254,0.099153995,0.005634532,0.002901312,0.36637392,0.017900001
Kumarkhan,22.9,72.01666667,0.008070808,0.002577639,0.02958471,0.046987456,0.00754619,0.000950018,0.015758973,1.061602447,2.4814269,0.199636539,0.061626415,0.041320608,0.144946812,0.008519375,0.003385436,0.408601819,0.028075504
